Tweet	Tag	Score
Ni may janta hu <A/O> isreal k chupay kon lagata hay bar bar jake <A/O> .. zrurat ni. Kon <A/O> talway chatta <A/O> hay sab janty hay.. <A/O> chuttuqom hu <A/O> .. khabar <A/O> lun ki ni batain <A/O> pakistan ki.. <A/O> baap hay pakistan <A/O> tumhara <A/O> auqat ni tumhare esi bat karny <A/O>	Abusive/Offensive	4.0
Laakhon sanam chupay hain	Neutral	0.0
Kab tak chupay gay? Ab bta b day sb ko... 🤭	Neutral	0.0
Koi chupay na chupay my aaa gya .... Koi nahi ata 😑	Neutral	0.0
KDr chupay huay seekhni mjhy	Neutral	0.0
Just posted a photo Nisar Charsi Tikka	Neutral	0.0
bhai bhai,, ise bhi pta chl gya <A/O> tum ganjedi, aur charsi ho <A/O> 🤣🤣	Abusive/Offensive	2.0
RT : Itna tou koi charsi bhi nae sota Yar jitna mn soti hun😐	Neutral	0.0
<A/O> Ye charsi hai <A/O> 😂😂	Abusive/Offensive	2.0
<A/O> Bc <A/O> kon sa dhoom macha di sab ke <A/O> sab charsi hi h kya congress me <A/O> 😄😄	Abusive/Offensive	4.0
Aise hi sab kagaz dikhaingye , jese tu ab dikhaa rah h.. <A/O> charsi <A/O> ,	Abusive/Offensive	2.0
1 no. Ka #charsi <A/O> !!! 😂😂😂😂😂	Abusive/Offensive	2.0
<S> Actually let's not fall for literally any guy. All they do is break hearts and smoke shisha and chill with their charsi friends later <S> .	Sexist	2.0
Awaam ne <A/O> laat mari charsi ko <A/O> #ShowStopperAsim	Abusive/Offensive	2.0
When in #Peshawar (if ever), check out Nisar Charsi Tikka (literally Nisar the Pot Smoker's Tikka). They do an amazing Karahi and have even had Mark Weins review it. Check it on YouTube.	Neutral	0.0
RT : Beti bachao naara tujh jaison se bachne ke liye hee diya gaya hai <A/O> charsi <A/O> .	Abusive/Offensive	2.0
This charsi look 😂	Neutral	0.0
This is bad... no weekend for <A/O> charsi Niazi <A/O> and his boss Gafoora	Abusive/Offensive	3.0
<A/O> Abe chutiye <A/O> ...CAA m khi kisi ko degree nhi dikhani h... <A/O> Charsi padh liya kr ki rule h kya <A/O> ... <A/O> Pichwaade m tere dum nhi Bolta h kisi c km nhi <A/O>	Abusive/Offensive	4.0
Tum jaise <A/O> charsi gaandu <A/O> bhi to hote h, jo police k andar jaane p bhi <A/O> bhokte <A/O> h or na jaane pr bhi...	Abusive/Offensive	5.0
abe <A/O> charsi <A/O> ye padh, dhyan rakhna Aage se.	Abusive/Offensive	2.0
Aaj es <A/O> charsi.. Ke gaad me.. Problem kaafi jayada hai <A/O> ..,	Abusive/Offensive	3.0
<A/O> Chudwa liya maiya <A/O> .. Paar le jo paarna hai <A/O> charsi <A/O> .. Madarchod	Abusive/Offensive	5.0
Khud ko Dekh liya kya <A/O> charsi <A/O>	Abusive/Offensive	2.0
<A/O> Charsi hai yeh <A/O> !	Abusive/Offensive	2.0
Wah g <Rel> munafiqat pm to charsi he <Rel> hai hamara jaha marzi ho banda pm hamara woi rahey ga apeal be usi ko kerni	Religious	4.0
Bhai sahab, <A/O> ye saala #Charsi ha <A/O> , koi fayda naa ha is <A/O> Nashedi Naxali <A/O> ko Samjhane ka	Abusive/Offensive	3.0
Bhag <A/O> bsdk ke charsi <A/O>	Abusive/Offensive	4.0
Haan bas <A/O> charsi or psycho hai mostly <A/O> ☺	Abusive/Offensive	2.0
Ye <A/O> bc <A/O> peeke kuch b likhta hai <A/O> charsi hai ek number <A/O> .	Abusive/Offensive	4.0
mil kar btau ga	Neutral	0.0
Ao bethien chikien highzone wala dumm 🔥🔥🔥	Neutral	0.0
Ek tha charsi, bhatti. Jamati got him to drop chars and help in the ways of God. Everyday before prayers Ameer of jamat would say, ye bhatti hai purana charsi tha ab nahin. tees din baad bhatti kehta, mein charsi tha tu 3 log jante the, jamat mein aa ker poora mohalla janta hai	Neutral	0.0
Abe abhi bola na mujhy nhi qabool ja <S> kisi gali kone pr bethe huwe charsi se marwa chl bharwi bhag <S>	Sexist	4.0
Bagga sir ye Janm se hi hai <A/O> chutiya and charsi <A/O> donno ! 😂😂	Abusive/Offensive	4.0
<A/O> Charsi <A/O> , High hai abhi!!! 😂😅	Abusive/Offensive	2.0
<A/O> Chutiye <A/O> kaagaz nhi dikhane CAA mein😂😂 <A/O> Charsi <A/O> .	Abusive/Offensive	4.0
RT : <A/O> Abe charsi <A/O> CAA mai koi document dikhana bhi nahi hai	Abusive/Offensive	2.0
RT : Charsi Tikka 🤣	Neutral	0.0
<A/O> o charsi <A/O>	Abusive/Offensive	2.0
<A/O> Chal be charsi <A/O>	Abusive/Offensive	2.0
I am charsi 🤟🤣 wbu ?	Neutral	0.0
<A/O> Charsi begam <A/O>	Abusive/Offensive	2.0
"ive ALWAYS been addicted to ""Ek Baar Muskura Do"" by Munni Begum, <U> thanks to my charsi dosts <U> ."	Untargeted	2.0
Ye Students hai <A/O> Sale Budhee Charsi <A/O> ,	Abusive/Offensive	3.0
ye <A/O> bsdka pagla gaya hai charsi <A/O> .	Abusive/Offensive	4.0
Tu <A/O> apna ilaj kara charsi <A/O> ...teri halat kharab hoti ja rahi hai..	Abusive/Offensive	3.0
No! You should look like <A/O> charsi <A/O> lol 😝	Abusive/Offensive	2.0
Kam bol <A/O> charsi <A/O>	Abusive/Offensive	2.0
Samajh sakta hu tumhara dard <A/O> charsi <A/O> . Ab tumhe joke bhi nahi samajhta to main kya karu, madarsa main teacher to nahi lag sakta na.	Abusive/Offensive	2.0
Seriously <A/O> Pakistan aik Charsi k hatho mai hai <A/O>	Abusive/Offensive	2.0
<A/O> Charsi <A/O> ab desh ko bachane ke liye sadak par aaye h	Abusive/Offensive	2.0
<A/O> Charsi khan <A/O> se to achi hi he 👊	Abusive/Offensive	2.0
Hein🤔 Hamara <A/O> PM Charsi hai <A/O> ??😱,	Abusive/Offensive	2.0
<A/O> ye deshi tatta khud charsi he mc <A/O>	Abusive/Offensive	5.0
<A/O> Charsi <A/O> aunty student	Abusive/Offensive	2.0
Wah kya dharnA hai ... <A/O> charsi aurat <A/O>	Abusive/Offensive	2.0
Haan <A/O> charsi <A/O> wo bhi sun ley kya kaha hai us baat ke liye ki article dawood ke liye nai likha hai	Abusive/Offensive	2.0
The protest of <A/O> charsi people of india <A/O>	Abusive/Offensive	2.0
Sir Charsi kehta hai jo maza marnay mn hai woh maza jinay men kahan 😂😂😂	Neutral	0.0
I changed my mind from now, i will support <A/O> charsi leftist <A/O> .....	Abusive/Offensive	2.0
Hahah itnay gheratmand nahi unko bhi pata hai pm <A/O> Sada Charsi hai <A/O>	Abusive/Offensive	3.0
Herbal medicine se sujan to nahi jaati par dard ka ahsaas khatam ho jata hai, after lathi charge. It helps them alot. Wo dekhe nahi aapne charsi socks sungte rehte hai ? Same cheez.	Neutral	0.0
Aur yaha boatbesan people charsi karahi ka restaurant hai	Neutral	0.0
Lol <A/O> charsi people doing protest for Azadi,God give them Azadi from their life <A/O> ,	Abusive/Offensive	5.0
<A/O> Pindu <A/O> pagal ho gya hai hum nai sary records Ford diay pher bhi apny mai hi hai <A/O> charsi <A/O> 😂😂	Abusive/Offensive	3.0
If charsi means stunning for you, then yes!	Neutral	0.0
Shame less nai <A/O> ghatya ganda churra charsi bander <A/O> ha ye	Abusive/Offensive	5.0
Kisi <A/O> charsi ki najaez olad <A/O> ho tum	Abusive/Offensive	3.0
Hahahahaahhahahahahaah this is good stuff. Rana charsi is at it 😂😂😂😂	Abusive/Offensive	2.0
RT : Ek no ka <A/O> hutiya hai ye charsi urban naxal <A/O>	Abusive/Offensive	4.0
Delhi police k pass sabka jawab hain <A/O> tera bhi charsi or is launde ka bhi <A/O> .	Abusive/Offensive	2.0
<A/O> Bhukla sala nalla charsi <A/O> admi h	Abusive/Offensive	2.0
RT : <A/O> Andhi hai saali charsi khan <A/O>	Abusive/Offensive	4.0
Sorry. Would rather give that 1 Rupee to a beggar than this <A/O> charsi <A/O> .	Abusive/Offensive	2.0
<A/O> Charsi hai tharkan hai ganji hai <A/O>	Abusive/Offensive	3.0
This shows what is ur value <A/O> Mr Charsi <A/O> ,	Abusive/Offensive	2.0
Bikul sahi na tera naam modi h naa shah.... <A/O> tu charsi <A/O> ..h	Abusive/Offensive	2.0
RT : <A/O> Charsi khan Wahiyat aurat <A/O> yeah mein nahi keh reha salman sir keh rahe hai #ShehnazGill	Abusive/Offensive	4.0
🤣🤣🤣🤣🤣 <A/O> charsi <A/O> kab se freedom fighter ban gaye	Abusive/Offensive	2.0
<A/O> Charsi khan <A/O> kidhar hai??	Abusive/Offensive	2.0
RT : <A/O> Andhi hai saali charsi khan <A/O>	Abusive/Offensive	2.0
🙂😂😂😂😂😂 <A/O> sala chars <A/O>	Abusive/Offensive	2.0
Abe charsi tera bhai bhi yahi keh raha hai	Abusive/Offensive	2.0
Mzakh tha waisy bh Tum gold leaf si lrki . Mai berso ka charsi .😂	Neutral	0.0
Toh noor say pooch na <A/O> charsiv. Mention mujhe kiya howa hai hali. 😂😂	Abusive/Offensive	2.0
Charsi hotel sa😂	Neutral	0.0
Main muddaton ka charsi Woh gold leaf c larki ....	Neutral	0.0
University road charsi Tikka	Neutral	0.0
RT : True . But is <A/O> charsi ki aukat 1 Rs wali bhi nhi hai <A/O> 😂😂😂	Abusive/Offensive	2.0
Opar ya nichy😜 <A/O> Charsi <A/O> ka pta nhi kahin pe nazrien kahin pe nishana	Abusive/Offensive	2.0
Ye <A/O> cocain khan <A/O> ki waja se wora hai,ye cultur <A/O> charsi khan <A/O> k waja se mutarap woa a	Abusive/Offensive	3.0
"Is it called ""Charsi Tikka"" ? 😂🤣😆"	Neutral	0.0
Mein muddaton ka charsi aur wo Gold Leaf si larki ~ type feelz.	Neutral	0.0
Nae ma jab Tak charsi say karahi khaa aown ga	Neutral	0.0
<A/O> Sasty charsi <A/O> 🤤	Abusive/Offensive	2.0
Shahrukh ko wapis Peshawar bhej dain. Charsi tikkha se upgrade ker ke wapis ker dain ge.	Neutral	0.0
See his eyes... <A/O> poora charsi hai ye <A/O> *****	Abusive/Offensive	3.0
DM ka option hi nae ha kahan share karun 🙄	Neutral	0.0
Hum charsi hain	Neutral	0.0
Wah <A/O> charsi <A/O> wah	Abusive/Offensive	2.0
Astagfirullah bhot manhoos lag rhe ho <A/O> charsi reall ma b Kala or meme b Kala Aaa thoo <A/O> 😏😏 <A/O> shakl Sai NH <A/O> meme tw sai Kar	Abusive/Offensive	5.0
Pehla iske baap ka naam Dusra bhai ka naam. Kisi ka badla ni le payegi ye <A/O> charsi <A/O> ...	Abusive/Offensive	2.0
Pahle <A/O> khud ki shakal dekh aaine me sale meetha lal charsi <A/O>	Abusive/Offensive	4.0
<A/O> Chutiya charsi ladis budhdhi <A/O>	Abusive/Offensive	5.0
Nicknames of my friends are quite unique. 1. Basanti💃 2. Charsi👺 3. Billo😸 4. Saddiqui chowk😜 5. Neeli🤣	Neutral	0.0
<A/O> Charsi <A/O> bi ice cream khaty hn kiaa 🤔🤔	Abusive/Offensive	2.0
<A/O> Charsi <A/O> ..Soch smjh k bol kya bol rha h	Abusive/Offensive	2.0
Mujy bi cahiye followers koi ju interact karay thora buhat Raat ky is pehar jab me shadeed bore hu ra huta hun	Neutral	0.0
Follower kese atay hain 🤔	Neutral	0.0
Nakhry uthany k lye <A/O> charsi banny ki zarort nai <A/O> 😝	Abusive/Offensive	2.0
<A/O> Charsi gaffora <A/O> fir aa gaya yahan <A/O> muh se tatti karne <A/O> 🤣🤣🤣	Abusive/Offensive	5.0
<A/O> Bhand kutte bsdk charsi <A/O> Hindu kabhi terrorist nahi hota ...jahil,	Abusive/Offensive	5.0
Shamo a rae ha mujy 🙈🙈 Koi meri maa ko bi dikha de ye tweet plzzz	Neutral	0.0
<A/O> Charsi, nashai to hai ye <A/O> 🙄	Abusive/Offensive	2.0
<S> Teri phudi ko b chata gashti behanchor many charsi ki randi <S>	Sexist	5.0
This is arooba, people call her <A/O> charsi <A/O> 😅😅	Abusive/Offensive	2.0
Apni trah <A/O> charsi <A/O> samjha hua hai 🙄	Abusive/Offensive	2.0
Hahahaha ni mulk ko ni bs <A/O> charsi ko chars ki zrurt hy <A/O>	Abusive/Offensive	2.0
Tum <A/O> charsi e rehna <A/O> bs 🙄😒	Abusive/Offensive	2.0
Nhi nhi 😂i'm not that nashai or kinda charsi chic	Neutral	0.0
Yar ankhen nhi khulti unless chai ya coffee pi lon... Charsi nashai hon me chai ki. Din me 3 cups piti hon😭	Neutral	0.0
~larkian nya suit pehanany k baad itny hi suroor me hoti han jitna k ik charsi cigarette k do sutay lgany k baad	Neutral	0.0
Smjdar ho	Neutral	0.0
<A/O> Bhen k lode charsi pagal ho Gaya kya matharchod <A/O> ????	Abusive/Offensive	5.0
<A/O> Apni shakal dekh charsi <A/O> ..	Abusive/Offensive	3.0
Whyyyy?? Tell me the reason! My frnd told me to watch it.	Neutral	0.0
Acha <A/O> waqae pelha charsi <A/O> tha??🙄😂	Abusive/Offensive	2.0
<A/O> Charsi Shareef <A/O>	Abusive/Offensive	2.0
Okay, will respond you later on the same sir, For the time being <A/O> Sunn bhadwe Maa chudwa ke aand ke beez Harami ke pille Randdi ki aulaad Saale haram jyada Madarchod Teri maaki chuut dalle, chudai khaane <A/O> Just want to see ur reaction <A/O> lodu <A/O> 😂 <A/O> Maa chudwale harami <A/O> Cc:	Abusive/Offensive	5.0
Aao <S> bhabhi safaai aur chudai dono karta hoon <S>	Sexist	3.0
<S> Abe bsdk hijde ki paidaish <S> ye teri hi khala hai jo <A/O> bchd <A/O> jo shahin bagh main dhandhe par baithe hai hume mat dikha kyoki <Rel> tu apni khala ki chudai par hi jinda sooar ki aulad <Rel>	Religious	5.0
<A/O> Tum chudai khano ko kuch hazam nhi h <A/O> .. <A/O> ghr pe moti gand leke baithe rho <A/O> ..	Abusive/Offensive	4.0
<A/O> Abbey saly Randians <A/O> , achy tum bs <A/O> apni hi behno or bhabhion ki chudai krny m ho ya unko doosron sy chudwany m achy ho <A/O> , wrna kisi or field m to achy ni ho tm log!	Abusive/Offensive	5.0
<A/O> Abe chudai ka sama tera toh name hi already sabkuch bata raha hain <A/O> ...... ha ha ha ha	Abusive/Offensive	2.0
Oh <A/O> teri maa ki choot apne Baap ko gaali diyo teri maa ka bhosda dalli chudai k rand k <A/O> peele samjha	Abusive/Offensive	5.0
<A/O> Teri maa bahn ki <A/O> . <A/O> Chudai krta h Haraami <A/O>	Abusive/Offensive	5.0
<A/O> Teri maa ki chudai fir se FIR Kanhaiya Paida hua madrachod <A/O>	Abusive/Offensive	5.0
<S> Sali is bar mil teri chudai to mi karunga last se bhi wild <S>	Sexist	4.0
<Rel> Tum vahi Karo Jo aata hai ,namaz or bakri chudai <Rel>	Religious	4.0
Ye wardi wale madar chod tm jese chootio ko le aye apni maa chudai k liyee	Abusive/Offensive	4.0
<A/O> Ye baat to tujhe teri maa bata jo roj vahan chudai karwa k aa rahi hai <A/O>	Abusive/Offensive	4.0
Period me chudai karne se koi nuksan to nahi	Neutral	0.0
<Rel> Jisko bhi hindu ki chudai par shak hai to ek baar mujh se chudwa kar dekho <Rel> sab bhram dur ho jayega	Religious	4.0
<A/O> tu bosdk <A/O> cartoon network hi dekhta reh jayega..hum pok bhi le jayenge 🤣🤣	Abusive/Offensive	3.0
Hahahaaa Aby abi jga kya ye jwb dny k liye 😂😂	Neutral	0.0
<A/O> Abe bosdk GN <A/O> - 17.5 cr kya tere ghr pe holiday tha??? Aur 3800 screens me 16cr opening di hai vo bhi magnum opus ke sath vo bhi Bahubali level reviews ke sath ..sharam nhi aati???? Rustom ne 2016 me 14cr kie the 2300 screens me clash me😂😂	Abusive/Offensive	4.0
Or phir agr dusry kmry may huwy mard to Dania Ki Khushi dekhny Kay qabil Hoti aysy	Neutral	0.0
<A/O> Bosdk <A/O> Eid 2021 likh rakha he😂😂	Abusive/Offensive	3.0
<A/O> abe bosdk dlal <A/O> unhone to apna vada nibhaya he	Abusive/Offensive	4.0
<A/O> Tu apni ma chudane bhich me hi rahta be bosdk <A/O>	Abusive/Offensive	5.0
Aray <A/O> bosdk <A/O> 🌚 ✌️	Abusive/Offensive	3.0
Wahan thand me hi jaate <A/O> bosdk <A/O> 😡🤧	Abusive/Offensive	3.0
<A/O> BOSDK tere baap Hain Kate hue lulli wale <A/O> .... <A/O> chadarmod <A/O> aaj tak unke terrorism ko naa pehchan paaya Tu....yahaan sab khula khel tujhe pata chal Gaya......#librandu	Abusive/Offensive	5.0
Tu kyu Beach me aaya re <A/O> bosdk <A/O>	Abusive/Offensive	3.0
O bosdk nikal rahul ke	Abusive/Offensive	3.0
<A/O> Bosdk muhu M lga <A/O>	Abusive/Offensive	4.0
<A/O> Bol bosdk ab <A/O>	Abusive/Offensive	3.0
<A/O> Abbey gaandu <A/O> ... <A/O> Dalle <A/O> proof chiye bhadwe.. <A/O> Lund le le mera bosdk <A/O> #AsimFandomHits6m	Abusive/Offensive	5.0
<A/O> Bosdk <A/O> tere me big fan hoon ek bar reply tu kar na <A/O> bosdk <A/O> 😞	Abusive/Offensive	4.0
<A/O> Bosdk <A/O> yeh tumhare ghar me hota hai. <Rel> Saari k blouse me mote mote doodh dikhati firti hain tumhare Dharam ki orate Or Hindu Orat Ko Musalman ka l#nd aachaa lagta hai <Rel> . Yeh baat puri dunia janti hai	Religious	5.0
Imran Khan'S Speech Summed Up In A PHRASE. Imran Khan: <U> Bhenchodo Mar Bhi Jaaou Ab <U> . AB QABAR MEI HI SUKOON MILEYGAA TUM GHAREEBOU KO #ImranKhan #ShehnaazGill #HunarmandPakistan #imrankhanPTI #Pakistan	Untargeted	3.0
Teri bhen mia khaleefa aur uska bhai asem Dono ko pahla break milega <A/O> bhencho <A/O> . Bhojpuri masala mein <A/O> Bhosdike <A/O> teko zihaad samaj mein aayga pyaar nahi 😂😂 Jaise chusim goli marne ko bola tha family show mein aur tum <A/O> bhenchodo <A/O> k liye wo normal tha #ApologizeToSidharthShukla	Abusive/Offensive	5.0
Only reason why I go through friendship breakups is tha they hurt my self respect <U> bhenchodo <U> if I’m allowing you to be so frank and be so crazy with me that doesn’t mean you will <U> fuck <U> me arround go to hell	Untargeted	4.0
<A/O> Doob maro Police waalo <A/O> , Jiska skull faad diya gaya <A/O> bhenchodo <A/O> usi Ladki k khilaaf F.I.R kr di, ye tumhare baap Itne khule statement de rhe h To <A/O> gaand fat rhi <A/O> h Action lene me, ABVP walo ko sympathy de rhe the aram se rehne ko or bharat mata ki hai,thu hai aise bharat maa kehne pr	Abusive/Offensive	5.0
aisay koi <A/O> gashti k bachay hain bhrway maa yawanay lun khanay k <A/O> aik dusray ka whatsapp no. leak kr k apney aap ko boht bara koi superstar smjh rhay hein. <A/O> o lanat bae tum logo ki paidaish pr jo zindagi guzar gyi r jo anay wali hai sab pe lanat hai bae kesay tum suar ho bhenchodo <A/O> .	Abusive/Offensive	5.0
Yeh khan hmaray sabr ka imtikhan le raha hay 2 sal hone ko hay performance 0 <A/O> Saray matharchodo bhenchodo <A/O> ko ministries diye hay	Abusive/Offensive	5.0
tum larty thora ho <A/O> bhenchodo <A/O>	Abusive/Offensive	3.0
Badi taraqi kr li hai <U> bhenchodo <U> AMAZON py b mil rha	Untargeted	3.0
mere aik teacher kehte thay ayy <U> dunya bari bhenchod ae <U>	Untargeted	3.0
<A/O> fUckoff bhenchod <A/O>	Abusive/Offensive	3.0
<A/O> Indian Bhenchod <A/O> jhOotay hi rAhe ge	Abusive/Offensive	4.0
Nevermind <A/O> bhenchod <A/O>	Abusive/Offensive	3.0
"Fir ek jawab aata hai.. "" <U> ruk bhenchod abhi dikhata hu tujhe <U> "".. 😁😂😂"	Untargeted	3.0
RT : <U> Bhenchod <U> mandir ka ghanta samjha hai, har koi ata hai baja kar chala jata hai.	Untargeted	3.0
<A/O> Laanat hai bhenchod <A/O>	Abusive/Offensive	4.0
jhoot mat bol <A/O> bhenchod <A/O>	Abusive/Offensive	3.0
sab yahin rehjayega <A/O> bhenchod <A/O>	Untargeted	3.0
<U> Bhenchod <U> emoji dekho konsa lagaya hai 🤣🤣🤣 katay hue lullay se kis baat ki sharam?	Untargeted	4.0
RT : <U> Bhenchod <U> naukar samjh k rakha hua hak koi izzat hi nahi hai apni	Untargeted	3.0
<U> bhenchod <U> yaha depression hai	Untargeted	3.0
<A/O> Abe chutiye sulphate <A/O> pehle kisi ko izzat dena seekh le na hoti hai toh bnd krde ye sab <A/O> bhenchod popat sala <A/O> 😡	Abusive/Offensive	4.0
<A/O> Teri maa ki chuth bhenchod <A/O>	Abusive/Offensive	5.0
<A/O> Teri maa ka bhosda maderchod,suar ki aulad.bhosdi ke baal aur kuchh main suar ka sperm laga rakkha hai kai bhenchod <A/O> .	Abusive/Offensive	5.0
Gussa kr gya h <A/O> bhenchod <A/O> 😂😅🤪 <A/O> teri ama ko qabar se nikal k uske bund marni ha ma ne <A/O> . . Tjhe abe mera pta nae 😎	Abusive/Offensive	5.0
Itni bhi kya khushi <U> bhenchod <U> kam awaaz mein gallan goodiyaan suno	Untargeted	3.0
RT : <A/O> fuddu log bhenchod <A/O>	Abusive/Offensive	4.0
Main ne ghaddaron ke kaha h. Tu ghaddar ha <A/O> bhenchod <A/O> ? Gussa ker gya ha. Ager tu ghaddar ha to macne bilkul thek tery liye he kaha h. 😎	Abusive/Offensive	4.0
Why you write <U> bc if you can write bhenchod <U> ??? Why you write <U> mc if you can write Madarchood <U> ? ??? Why ???I repeat why???	Untargeted	5.0
Mai bhi changga Mere follower b changge Post seen karke like na karne wale <U> bhenchod <U>	Untargeted	3.0
people really dont want to listen to your shit <U> bhenchod <U> talking about it is never a good idea	Untargeted	3.0
dekh logo ko cheat b krre h ... Or ek <U> bhenchod <U> hmara to koi katne ko b tyaar nhi 🥺	Untargeted	3.0
I’m so so so done w people <U> bhakk Bhenchod <U>	Untargeted	3.0
<U> bhenchod <U> hans raha tha abhi	Untargeted	3.0
<U> Bhenchod <U> what a guy 🔥🔥🔥	Untargeted	3.0
<A/O> Tmhri gaand me lulla deliver kare bhenchod <A/O>	Abusive/Offensive	4.0
<A/O> Mc <A/O> ye Kaya ha ? Iska b tu kuch bol <A/O> bhenchod <A/O>	Abusive/Offensive	4.0
streak tour di <U> bhenchod <U>	Untargeted	3.0
ari <A/O> bhenchod <A/O> , mera reply tere liye hai <A/O> chaman chutiye <A/O> ... wo londa ho ya londia, dekh le dp aur <A/O> hila ke soja <A/O> .. <A/O> nehru gandwe <A/O> kar bhi kya sakta hai tu.. <A/O> tharki <A/O>	Abusive/Offensive	5.0
Bar bar wohi rishtedar <U> bhenchod <U> samne ajte ha lagta ha ghar change krna padega 💆	Untargeted	3.0
im so fucking mad <U> bhenchod <U>	Untargeted	3.0
Diljit kare toh aww. Ranveer kare toh aww. Dhruv kare toh <A/O> chutia bhenchod <A/O> .	Abusive/Offensive	4.0
RT : *Me in market with my mom* Bestfriend: <U> hor bhenchod kidda <U>	Untargeted	3.0
<U> Bhenchod <U> ye Body shop ki products kitni mehngi hain	Untargeted	3.0
I hate ORS <U> bhenchod <U>	Untargeted	3.0
